serial_nbr,batchID
S002B004741,B004741
S000B022756,B022756
S009B046666,B046666
S003B042019,B042019
S000B046508,B046508
S002B012085,B012085
S001B024501,B024501
S006B018054,B018054
S009B019358,B019358
S002B026161,B026161
S004B035584,B035584
S006B014681,B014681
S009B048507,B048507
S001B005033,B005033
S007B007735,B007735
S004B009855,B009855
S005B024147,B024147
S005B037232,B037232
S006B040376,B040376
S004B009163,B009163
S008B048346,B048346
S002B005905,B005905
S007B011695,B011695
S007B018463,B018463
S009B017778,B017778
S008B038034,B038034
S000B043778,B043778
S002B029595,B029595
S002B018372,B018372
S004B032855,B032855
S003B047438,B047438
S003B046976,B046976
S001B012160,B012160
S006B001254,B001254
S002B009317,B009317
S002B005915,B005915
S007B043720,B043720
S000B035331,B035331
S000B011072,B011072
S004B047615,B047615
S002B035640,B035640
S006B003632,B003632
S008B005833,B005833
S009B020843,B020843
S005B037625,B037625
S004B041347,B041347
S007B035738,B035738
S009B037232,B037232
S004B019713,B019713
S005B029287,B029287
S006B011195,B011195
S000B050270,B050270
S004B040394,B040394
S009B022549,B022549
S002B011489,B011489
S006B020536,B020536
S009B046976,B046976
S006B014077,B014077
S009B050040,B050040
S005B000507,B000507
S009B008201,B008201
S008B024574,B024574
S008B012769,B012769
S001B014132,B014132
S004B013026,B013026
S004B049669,B049669
S002B023627,B023627
S008B002760,B002760
S005B044370,B044370
S003B022867,B022867
S002B047400,B047400
S006B044407,B044407
S006B045292,B045292
S008B035201,B035201
S003B046044,B046044
S004B036613,B036613
S007B009717,B009717
S008B008825,B008825
S000B029872,B029872
S008B002717,B002717
S005B030237,B030237
S004B002345,B002345
S006B003395,B003395
S009B006188,B006188
S006B012316,B012316
S002B039677,B039677
S003B034107,B034107
S002B030923,B030923
S007B001092,B001092
S003B020298,B020298
S001B034331,B034331
S007B036081,B036081
S008B027719,B027719
S008B014342,B014342
S008B021492,B021492
S003B016904,B016904
S007B020919,B020919
S006B014357,B014357
S003B024519,B024519
S009B022903,B022903
S005B028514,B028514
S009B034417,B034417
S006B023573,B023573
S005B043876,B043876
S007B014107,B014107
S000B000657,B000657
S009B015286,B015286
S000B008652,B008652
S004B004505,B004505
S003B048346,B048346
S003B017569,B017569
S007B035718,B035718
S001B019452,B019452
S002B005743,B005743
S009B042118,B042118
S002B020099,B020099
S009B048911,B048911
S006B007942,B007942
S005B040517,B040517
S001B003087,B003087
S008B029378,B029378
S004B018774,B018774
S004B029798,B029798
S007B032752,B032752
S006B028556,B028556
S007B031224,B031224
S007B005608,B005608
S005B043291,B043291
S009B041818,B041818
S004B009640,B009640
S005B027614,B027614
S007B002162,B002162
S003B042571,B042571
S000B044280,B044280
S000B014522,B014522
S001B027528,B027528
S001B039504,B039504
S004B005653,B005653
S007B023512,B023512
S005B039460,B039460
S000B019728,B019728
S002B036304,B036304
S000B002472,B002472
S008B020876,B020876
S007B011238,B011238
S008B025287,B025287
S001B047721,B047721
S009B008397,B008397
S009B009649,B009649
S008B049870,B049870
S008B029697,B029697
S005B030540,B030540
S009B034145,B034145
S005B026342,B026342
S009B019042,B019042
S005B000775,B000775
S000B025017,B025017
S001B024214,B024214
S009B021164,B021164
S008B014357,B014357
S000B034936,B034936
S001B036362,B036362
S000B018054,B018054
S008B006559,B006559
S009B002443,B002443
S009B049559,B049559
S000B027719,B027719
S000B045789,B045789
S008B016130,B016130
S007B004208,B004208
S004B017218,B017218
S001B033090,B033090
S009B045386,B045386
S005B022182,B022182
S003B016979,B016979
S001B049116,B049116
S009B028826,B028826
S004B028646,B028646
S006B013551,B013551
S008B019051,B019051
S005B012758,B012758
S009B046253,B046253
S005B016892,B016892
S002B019662,B019662
S000B026877,B026877
S005B038762,B038762
S004B045406,B045406
S007B041331,B041331
S009B022315,B022315
S009B049702,B049702
S003B015104,B015104
S002B042964,B042964
S000B006915,B006915
S008B004388,B004388
S001B030303,B030303
S000B036947,B036947
S008B023512,B023512
S002B003320,B003320
S003B037491,B037491
S002B009979,B009979
S006B017295,B017295
S007B019766,B019766
S000B030999,B030999
S003B014606,B014606
S004B031413,B031413
S007B017170,B017170
S003B049391,B049391
S008B044220,B044220
S000B036697,B036697
S005B008169,B008169
S002B022797,B022797
S000B017569,B017569
S001B020638,B020638
S006B025706,B025706
S004B049455,B049455
S007B032374,B032374
S007B033100,B033100
S003B044062,B044062
S006B029873,B029873
S002B010324,B010324
S002B006955,B006955
S009B030395,B030395
S004B022922,B022922
S000B000373,B000373
S001B047516,B047516
S001B036304,B036304
S008B027732,B027732
S004B043529,B043529
S000B037232,B037232
S008B031182,B031182
S004B046698,B046698
S000B006456,B006456
S009B046853,B046853
S007B039869,B039869
S009B019054,B019054
S008B025446,B025446
S004B007192,B007192
S005B006473,B006473
S004B004811,B004811
S000B045313,B045313
S000B028061,B028061
S000B018678,B018678
S008B043279,B043279
S007B024917,B024917
S001B023411,B023411
S007B024687,B024687
S007B020401,B020401
S000B045781,B045781
S007B002443,B002443
S008B008533,B008533
S001B037071,B037071
S003B015660,B015660
S009B016828,B016828
S009B014519,B014519
S005B021639,B021639
S007B022901,B022901
S008B027256,B027256
S006B006604,B006604
S009B009317,B009317
S003B008193,B008193
S001B023764,B023764
S006B009980,B009980
S009B024990,B024990
S003B030797,B030797
S005B013565,B013565
S009B009238,B009238
S008B013881,B013881
S004B022622,B022622
S000B009717,B009717
S001B047855,B047855
S004B020304,B020304
S002B014623,B014623
S004B022036,B022036
S003B000005,B000005
S003B030149,B030149
S009B000623,B000623
S006B037740,B037740
S003B005483,B005483
S008B001135,B001135
S000B033972,B033972
S007B050100,B050100
S006B001346,B001346
S000B036612,B036612
S009B001937,B001937
S008B037580,B037580
S006B049669,B049669
S001B004208,B004208
S000B002091,B002091
S007B006544,B006544
S009B045257,B045257
S005B004208,B004208
S005B049318,B049318
S001B039814,B039814
S003B010203,B010203
S002B024783,B024783
S008B021586,B021586
S003B024342,B024342
S006B005550,B005550
S006B029316,B029316
S009B034148,B034148
S007B007772,B007772
S001B028236,B028236
S008B047734,B047734
S000B015239,B015239
S006B018891,B018891
S003B023203,B023203
S006B037648,B037648
S009B042928,B042928
S002B049288,B049288
S000B036921,B036921
S005B030459,B030459
S008B030540,B030540
S008B007517,B007517
S008B049026,B049026
S005B002171,B002171
S001B048731,B048731
S006B034417,B034417
S001B004929,B004929
S002B021188,B021188
S009B044390,B044390
S003B017636,B017636
S008B046947,B046947
S009B048831,B048831
S000B045767,B045767
S004B044732,B044732
S007B019417,B019417
S000B009500,B009500
S001B010749,B010749
S000B010749,B010749
S005B007057,B007057
S004B035693,B035693
S002B000467,B000467
S006B001107,B001107
S000B004229,B004229
S005B003563,B003563
S000B024202,B024202
S004B002631,B002631
S007B041389,B041389
S004B045551,B045551
S003B049312,B049312
S000B039338,B039338
S008B022903,B022903
S003B044390,B044390
S000B039143,B039143
S002B035381,B035381
S006B023439,B023439
S002B008697,B008697
S009B011859,B011859
S008B018755,B018755
S000B012085,B012085
S000B004505,B004505
S009B025412,B025412
S001B003106,B003106
S009B021887,B021887
S008B028537,B028537
S000B005873,B005873
S007B027517,B027517
S005B003084,B003084
S006B015286,B015286
S006B025741,B025741
S001B027778,B027778
S000B036109,B036109
S005B030886,B030886
S005B006325,B006325
S002B023464,B023464
S006B035746,B035746
S008B031259,B031259
S000B019221,B019221
S006B013465,B013465
S001B011489,B011489
S009B009216,B009216
S003B046256,B046256
S007B020429,B020429
S004B017504,B017504
S005B045523,B045523
S003B028098,B028098
S000B002766,B002766
S009B026611,B026611
S000B014511,B014511
S007B004732,B004732
S005B029606,B029606
S008B010643,B010643
S005B017905,B017905
S003B031055,B031055
S005B009681,B009681
S003B011919,B011919
S003B023863,B023863
S005B034851,B034851
S006B020233,B020233
S007B020595,B020595
S003B022474,B022474
S007B025540,B025540
S000B025970,B025970
S005B042594,B042594
S005B022797,B022797
S001B022450,B022450
S003B018428,B018428
S008B001092,B001092
S000B041912,B041912
S003B040882,B040882
S003B026400,B026400
S002B035746,B035746
S003B049581,B049581
S003B006473,B006473
S001B010437,B010437
S001B034518,B034518
S005B042170,B042170
S009B047880,B047880
S008B020517,B020517
S003B028227,B028227
S007B022903,B022903
S008B003953,B003953
S000B049570,B049570
S007B005398,B005398
S004B013017,B013017
S004B000264,B000264
S002B028524,B028524
S009B032838,B032838
S003B026848,B026848
S003B003269,B003269
S005B038511,B038511
S008B037929,B037929
S003B023726,B023726
S008B047961,B047961
S007B018662,B018662
S003B012208,B012208
S002B049254,B049254
S006B014410,B014410
S004B024364,B024364
S003B008559,B008559
S004B036004,B036004
S009B001974,B001974
S008B032255,B032255
S008B049644,B049644
S000B012862,B012862
S002B041811,B041811
S007B006170,B006170
S005B044620,B044620
S007B005101,B005101
S004B031182,B031182
S001B046568,B046568
S008B015180,B015180
S006B007552,B007552
S006B012715,B012715
S006B009560,B009560
S002B026740,B026740
S009B007942,B007942
S002B023573,B023573
S001B037352,B037352
S005B047721,B047721
S009B011195,B011195
S006B026970,B026970
S000B008673,B008673
S003B008018,B008018
S003B025145,B025145
S000B019591,B019591
S006B012724,B012724
S008B024342,B024342
S002B049548,B049548
S007B016719,B016719
S007B000467,B000467
S008B020233,B020233
S005B025756,B025756
S005B001965,B001965
S009B048299,B048299
S006B003069,B003069
S006B010328,B010328
S006B048759,B048759
S001B039083,B039083
S000B026155,B026155
S000B026200,B026200
S002B016099,B016099
S004B019957,B019957
S000B020897,B020897
S000B026269,B026269
S006B028835,B028835
S003B007586,B007586
S006B043913,B043913
S004B011335,B011335
S002B020638,B020638
S004B030459,B030459
S008B017228,B017228
S001B012020,B012020
S003B021522,B021522
S002B037352,B037352
S002B037740,B037740
S005B041881,B041881
S007B021074,B021074
S001B030543,B030543
S003B013323,B013323
S007B023740,B023740
S007B038310,B038310
S006B034022,B034022
S004B013551,B013551
S006B002614,B002614
S008B046832,B046832
S008B050259,B050259
S009B044833,B044833
S005B009910,B009910
S009B000276,B000276
S006B016837,B016837
S007B015420,B015420
S007B039209,B039209
S001B037852,B037852
S000B018185,B018185
S002B026877,B026877
S006B028425,B028425
S009B008437,B008437
S003B014132,B014132
S004B022392,B022392
S006B018620,B018620
S001B019042,B019042
S005B023627,B023627
S002B035584,B035584
S005B041322,B041322
S001B039008,B039008
S003B045382,B045382
S001B005653,B005653
S000B005715,B005715
S003B012316,B012316
S001B036728,B036728
S000B047498,B047498
S003B034663,B034663
S001B019196,B019196
S007B035664,B035664
S009B033865,B033865
S007B013866,B013866
S003B026945,B026945
S005B037929,B037929
S006B012143,B012143
S004B042336,B042336
S005B038795,B038795
S001B033957,B033957
S005B009188,B009188
S004B016908,B016908
S003B008941,B008941
S003B033207,B033207
S003B021904,B021904
S001B019009,B019009
S003B026369,B026369
S008B046397,B046397
S009B016457,B016457
S001B009425,B009425
S004B035230,B035230
S002B023904,B023904
S008B041056,B041056
S006B028061,B028061
S006B024304,B024304
S006B000907,B000907
S001B009976,B009976
S006B009161,B009161
S001B039283,B039283
S000B005483,B005483
S008B029847,B029847
S009B024141,B024141
S009B000832,B000832
S002B000907,B000907
S008B001960,B001960
S009B047961,B047961
S003B045911,B045911
S008B008673,B008673
S007B032143,B032143
S000B007586,B007586
S004B011238,B011238
S009B043323,B043323
S008B014509,B014509
S009B023271,B023271
S005B007246,B007246
S008B015382,B015382
S005B034353,B034353
S000B000299,B000299
S004B045109,B045109
S007B049126,B049126
S007B000950,B000950
S002B023764,B023764
S006B025625,B025625
S005B019485,B019485
S003B031411,B031411
S005B049852,B049852
S005B006920,B006920
S002B040752,B040752
S001B034715,B034715
S003B002455,B002455
S003B011195,B011195
S001B023959,B023959
S006B027798,B027798
S007B007517,B007517
S009B001819,B001819
S003B012168,B012168
S000B042313,B042313
S008B038206,B038206
S004B013812,B013812
S009B019504,B019504
S009B019957,B019957
S007B010385,B010385
S002B004639,B004639
S005B008414,B008414
S007B047819,B047819
S003B027257,B027257
S008B024911,B024911
S003B023411,B023411
S004B030999,B030999
S002B000263,B000263
S003B008673,B008673
S006B021639,B021639
S009B011034,B011034
S003B049126,B049126
S003B012065,B012065
S006B036109,B036109
S002B002188,B002188
S007B027881,B027881
S004B038621,B038621
S008B042163,B042163
S009B005805,B005805
S003B039117,B039117
S001B033977,B033977
S001B009668,B009668
S007B009292,B009292
S006B035576,B035576
S006B005389,B005389
S000B022115,B022115
S008B043210,B043210
S004B026004,B026004
S000B046253,B046253
S006B049362,B049362
S000B034563,B034563
S000B014681,B014681
S005B033961,B033961
S009B037377,B037377
S001B047400,B047400
S005B002330,B002330
S004B014031,B014031
S007B027719,B027719
S008B041330,B041330
S002B037693,B037693
S001B024630,B024630
S008B004637,B004637
S009B047503,B047503
S008B009342,B009342
S004B021566,B021566
S007B048644,B048644
S008B045830,B045830
S003B023949,B023949
S008B017636,B017636
S007B011899,B011899
S008B012436,B012436
S008B003911,B003911
S003B044553,B044553
S007B011047,B011047
S005B000907,B000907
S006B003680,B003680
S006B027477,B027477
S005B022639,B022639
S005B013342,B013342
S001B048644,B048644
S009B023918,B023918
S003B012184,B012184
S003B021852,B021852
S002B043097,B043097
S002B017493,B017493
S002B013500,B013500
S002B025540,B025540
S008B011047,B011047
S009B016115,B016115
S000B024304,B024304
S005B032576,B032576
S002B002923,B002923
S000B044756,B044756
S000B039579,B039579
S005B019054,B019054
S006B045257,B045257
S003B038757,B038757
S002B028114,B028114
S002B026247,B026247
S001B006083,B006083
S003B005743,B005743
S005B032488,B032488
S009B029949,B029949
S007B021188,B021188
S002B022085,B022085
S003B002797,B002797
S007B003417,B003417
S001B003563,B003563
S003B020120,B020120
S008B041516,B041516
S003B001172,B001172
S005B001789,B001789
S002B039460,B039460
S007B045643,B045643
S009B012208,B012208
S000B034352,B034352
S003B027760,B027760
S006B043886,B043886
S008B048803,B048803
S006B040997,B040997
S006B033972,B033972
S007B008169,B008169
S004B035899,B035899
S009B011518,B011518
S002B029378,B029378
S008B023370,B023370
S003B004579,B004579
S006B049941,B049941
S006B049859,B049859
S008B037931,B037931
S003B012756,B012756
S007B012500,B012500
S002B006083,B006083
S002B004064,B004064
S005B044516,B044516
S006B001767,B001767
S008B047812,B047812
S000B013861,B013861
S006B021721,B021721
S009B028556,B028556
S004B023320,B023320
S002B009170,B009170
S004B041532,B041532
S008B004997,B004997
S009B005883,B005883
S004B030964,B030964
S001B036406,B036406
S008B022540,B022540
S005B005187,B005187
S002B033589,B033589
S001B033100,B033100
S000B027297,B027297
S009B040470,B040470
S002B032374,B032374
S006B040470,B040470
S007B039008,B039008
S007B004637,B004637
S003B042859,B042859
S006B043340,B043340
S005B027944,B027944
S009B049318,B049318
S001B000672,B000672
S009B001789,B001789
S001B000701,B000701
S009B041662,B041662
S003B013780,B013780
S007B023203,B023203
S007B031182,B031182
S009B045570,B045570
S008B044756,B044756
S007B028556,B028556
S000B018041,B018041
S007B050271,B050271
S008B023671,B023671
S003B006090,B006090
S006B036396,B036396
S008B013707,B013707
S003B036142,B036142
S008B033132,B033132
S009B004637,B004637
S001B047098,B047098
S009B025432,B025432
S003B017736,B017736
S009B032284,B032284
S008B004929,B004929
S005B046981,B046981
S001B000433,B000433
S000B050086,B050086
S006B048502,B048502
S003B035718,B035718
S000B022589,B022589
S001B041516,B041516
S000B034182,B034182
S002B001540,B001540
S002B029611,B029611
S001B038768,B038768
S009B021775,B021775
S004B034242,B034242
S007B040458,B040458
S005B034814,B034814
S001B012724,B012724
S001B030845,B030845
S009B008516,B008516
S001B018949,B018949
S004B047240,B047240
S007B034595,B034595
S001B006786,B006786
S005B018041,B018041
S009B004027,B004027
S007B021817,B021817
S000B038164,B038164
S004B007340,B007340
S008B033625,B033625
S008B036832,B036832
S004B023959,B023959
S007B041310,B041310
S005B039350,B039350
S002B006888,B006888
S006B021188,B021188
S003B043605,B043605
S005B035389,B035389
S009B000950,B000950
S008B019504,B019504
S008B038708,B038708
S002B015437,B015437
S006B012758,B012758
S007B035729,B035729
S004B013965,B013965
S003B035698,B035698
S002B025706,B025706
S006B004718,B004718
S000B011684,B011684
S009B017534,B017534
S001B018445,B018445
S005B006955,B006955
S004B020576,B020576
S003B021639,B021639
S003B043579,B043579
S004B010451,B010451
S000B009912,B009912
S000B036785,B036785
S005B003484,B003484
S002B035180,B035180
S002B028715,B028715
S002B007340,B007340
S003B005101,B005101
S008B049702,B049702
S001B009161,B009161
S009B031492,B031492
S009B021181,B021181
S002B016002,B016002
S000B023232,B023232
S007B039023,B039023
S000B011099,B011099
S003B038776,B038776
S003B047155,B047155
S009B030211,B030211
S003B032158,B032158
S008B030236,B030236
S006B050244,B050244
S002B044584,B044584
S000B006415,B006415
S001B020011,B020011
S009B027760,B027760
S002B010832,B010832
S007B033093,B033093
S004B027982,B027982
S003B035180,B035180
S002B035498,B035498
S002B048165,B048165
S006B026961,B026961
S005B009649,B009649
S002B036471,B036471
S003B002676,B002676
S004B048515,B048515
S009B032172,B032172
S000B020268,B020268
S001B016504,B016504
S007B017964,B017964
S004B013529,B013529
S008B002798,B002798
S001B037222,B037222
S002B047081,B047081
S003B012085,B012085
S007B007293,B007293
S007B024147,B024147
S008B038725,B038725
S007B040606,B040606
S000B012327,B012327
S000B036745,B036745
S008B036536,B036536
S009B001785,B001785
S005B017998,B017998
S007B030209,B030209
S004B039150,B039150
S000B024519,B024519
S002B039579,B039579
S000B013413,B013413
S007B013994,B013994
S008B045792,B045792
S004B008880,B008880
S009B002685,B002685
S003B034009,B034009
S004B000441,B000441
S001B016548,B016548
S000B009308,B009308
S001B029858,B029858
S004B015469,B015469
S001B001819,B001819
S004B049994,B049994
S009B031704,B031704
S002B042188,B042188
S004B016115,B016115
S001B048604,B048604
S004B009342,B009342
S001B016828,B016828
S006B024760,B024760
S008B029878,B029878
S009B018089,B018089
S006B002645,B002645
S001B004217,B004217
S001B001767,B001767
S005B010564,B010564
S002B002069,B002069
S007B019728,B019728
S000B017218,B017218
S003B039677,B039677
S001B014970,B014970
S004B026848,B026848
S000B033132,B033132
S003B010211,B010211
S004B031414,B031414
S003B018772,B018772
S009B021577,B021577
S000B048533,B048533
S008B031896,B031896
S002B040717,B040717
S003B043079,B043079
S009B021188,B021188
S005B003804,B003804
S004B021131,B021131
S001B023918,B023918
S000B009726,B009726
S009B049014,B049014
S002B013861,B013861
S008B004259,B004259
S008B027432,B027432
S006B029400,B029400
S005B037352,B037352
S007B044818,B044818
S003B021975,B021975
S008B049966,B049966
S005B013299,B013299
S007B002408,B002408
S003B041371,B041371
S004B009608,B009608
S005B037139,B037139
S009B021639,B021639
S009B003106,B003106
S004B006401,B006401
S009B007887,B007887
S008B029759,B029759
S003B001974,B001974
S008B019718,B019718
S002B039644,B039644
S002B043557,B043557
S000B044014,B044014
S001B031413,B031413
S007B003497,B003497
S000B004426,B004426
S008B032576,B032576
S003B032020,B032020
S004B032246,B032246
S009B005418,B005418
S009B026877,B026877
S003B009855,B009855
S005B040605,B040605
S001B026763,B026763
S005B033093,B033093
S002B028845,B028845
S002B009608,B009608
S003B026877,B026877
S008B007124,B007124
S004B006456,B006456
S006B000701,B000701
S007B030591,B030591
S005B037288,B037288
S003B019051,B019051
S009B041347,B041347
S002B041149,B041149
S004B024706,B024706
S000B020329,B020329
S002B003515,B003515
S007B002367,B002367
S009B023338,B023338
S007B039814,B039814
S004B028525,B028525
S000B021423,B021423
S002B042928,B042928
S004B033093,B033093
S002B031023,B031023
S001B046461,B046461
S002B040727,B040727
S009B022115,B022115
S000B020707,B020707
S007B035772,B035772
S005B024100,B024100
S000B014031,B014031
S006B023740,B023740
S000B023476,B023476
S005B020326,B020326
S003B043323,B043323
S001B021739,B021739
S006B047812,B047812
S007B029013,B029013
S003B024806,B024806
S005B008844,B008844
S008B007135,B007135
S000B006790,B006790
S007B015437,B015437
S004B006079,B006079
S002B019718,B019718
S006B018008,B018008
S004B031259,B031259
S003B007736,B007736
S005B030302,B030302
S004B025777,B025777
S004B013465,B013465
S005B005033,B005033
S000B049859,B049859
S003B032097,B032097
S009B000661,B000661
S007B003563,B003563
S005B011550,B011550
S004B021492,B021492
S003B030076,B030076
S005B039791,B039791
S000B019350,B019350
S003B016759,B016759
S005B024335,B024335
S001B008973,B008973
S000B021225,B021225
S004B048759,B048759
S009B005022,B005022
S000B045439,B045439
S004B046186,B046186
S004B032981,B032981
S003B034572,B034572
S005B030620,B030620
S007B036406,B036406
S006B044280,B044280
S007B036697,B036697
S006B028420,B028420
S005B037543,B037543
S007B016682,B016682
S002B041539,B041539
S003B036454,B036454
S000B002086,B002086
S007B033656,B033656
S007B030763,B030763
S001B029351,B029351
S006B030110,B030110
S006B043813,B043813
S002B010749,B010749
S007B006786,B006786
S007B006416,B006416
S006B006288,B006288
S001B010155,B010155
S007B047859,B047859
S005B043965,B043965
S005B008533,B008533
S000B039504,B039504
S006B025409,B025409
S004B022720,B022720
S007B039074,B039074
S004B016496,B016496
S009B028514,B028514
S006B038351,B038351
S002B035106,B035106
S008B004027,B004027
S006B043870,B043870
S009B038708,B038708
S004B006955,B006955
S002B018224,B018224
S005B037373,B037373
S003B030236,B030236
S005B025665,B025665
S001B040583,B040583
S005B046889,B046889
S008B031313,B031313
S005B032867,B032867
S007B023329,B023329
S000B020823,B020823
S001B046056,B046056
S001B034022,B034022
S001B001151,B001151
S003B030395,B030395
S001B047559,B047559
S004B012590,B012590
S007B018774,B018774
S003B032382,B032382
S003B041539,B041539
S008B043720,B043720
S005B014970,B014970
S007B004222,B004222
S000B012425,B012425
S002B018672,B018672
S008B043516,B043516
S005B041507,B041507
S007B037934,B037934
S007B008847,B008847
S002B048115,B048115
S009B038631,B038631
S004B024687,B024687
S006B043291,B043291
S009B032424,B032424
S009B006288,B006288
S003B044127,B044127
S003B002467,B002467
S000B039259,B039259
S001B007222,B007222
S009B031428,B031428
S007B049323,B049323
S009B009979,B009979
S001B038206,B038206
S008B017100,B017100
S009B024147,B024147
S003B007887,B007887
S001B040897,B040897
S001B036836,B036836
S003B007735,B007735
S006B049570,B049570
S001B019482,B019482
S001B028174,B028174
S003B028420,B028420
S001B007968,B007968
S001B040661,B040661
S008B039023,B039023
S005B039913,B039913
S006B013812,B013812
S008B036728,B036728
S006B031969,B031969
S003B011663,B011663
S006B045933,B045933
S004B021904,B021904
S002B020909,B020909
S000B016772,B016772
S008B000614,B000614
S000B022720,B022720
S002B019051,B019051
S003B019350,B019350
S009B009726,B009726
S001B034572,B034572
S007B014328,B014328
S005B036142,B036142
S007B025971,B025971
S006B049160,B049160
S003B024076,B024076
S002B011663,B011663
S007B001450,B001450
S005B012769,B012769
S005B004217,B004217
S009B013017,B013017
S001B030530,B030530
S009B003653,B003653
S009B030712,B030712
S004B022658,B022658
S007B029865,B029865
S000B017504,B017504
S007B008771,B008771
S009B021537,B021537
S004B020335,B020335
S007B020120,B020120
S007B040752,B040752
S001B001882,B001882
S004B012500,B012500
S005B041518,B041518
S004B047464,B047464
S003B025818,B025818
S002B024214,B024214
S009B044107,B044107
S005B008805,B008805
S005B047063,B047063
S007B021094,B021094
S008B029287,B029287
S003B012889,B012889
S009B026161,B026161
S000B017170,B017170
S008B012758,B012758
S007B034759,B034759
S006B016660,B016660
S008B011141,B011141
S006B000459,B000459
S002B007483,B007483
S001B018921,B018921
S004B036832,B036832
S002B000904,B000904
S007B021975,B021975
S002B007084,B007084
S003B019712,B019712
S000B010451,B010451
S005B040997,B040997
S009B015239,B015239
S001B016345,B016345
S008B017928,B017928
S008B020335,B020335
S007B049197,B049197
S007B029400,B029400
S002B027260,B027260
S006B036737,B036737
S006B043242,B043242
S000B034571,B034571
S001B003249,B003249
S004B041002,B041002
S004B022639,B022639
S000B028869,B028869
S000B005537,B005537
S007B014977,B014977
S007B023482,B023482
S004B015173,B015173
S004B020268,B020268
S000B032577,B032577
S004B002367,B002367
S006B030211,B030211
S002B036898,B036898
S008B014942,B014942
S009B045643,B045643
S008B043886,B043886
S002B020429,B020429
S000B025971,B025971
S002B029792,B029792
S005B029668,B029668
S008B039644,B039644
S001B049121,B049121
S005B045643,B045643
S000B031182,B031182
S002B031583,B031583
S004B046170,B046170
S001B014511,B014511
S009B019578,B019578
S004B032374,B032374
S007B009855,B009855
S002B039445,B039445
S009B048799,B048799
S002B037625,B037625
S001B016130,B016130
S006B029226,B029226
S007B023798,B023798
S003B026961,B026961
S002B020736,B020736
S005B013511,B013511
S002B017045,B017045
S008B034331,B034331
S003B025777,B025777
S009B021018,B021018
S005B007000,B007000
S000B010564,B010564
S005B047945,B047945
S003B046910,B046910
S006B018640,B018640
S005B017712,B017712
S006B034571,B034571
S005B044010,B044010
S008B014849,B014849
S003B046336,B046336
S004B029755,B029755
S005B007910,B007910
S006B023764,B023764
S009B000537,B000537
S002B044914,B044914
S005B024304,B024304
S001B024147,B024147
S009B048652,B048652
S002B002631,B002631
S000B011695,B011695
S001B043085,B043085
S004B037283,B037283
S000B008366,B008366
S009B012085,B012085
S008B020268,B020268
S001B000507,B000507
S006B034595,B034595
S005B013994,B013994
S002B048315,B048315
S002B035899,B035899
S004B025665,B025665
S005B029015,B029015
S008B013026,B013026
S008B040661,B040661
S006B049702,B049702
S002B006544,B006544
S006B048390,B048390
S007B001081,B001081
S004B031482,B031482
S007B046397,B046397
S006B048644,B048644
S002B008974,B008974
S002B041873,B041873
S001B032013,B032013
S002B034107,B034107
S004B027572,B027572
S001B023320,B023320
S005B024202,B024202
S004B025446,B025446
S007B024335,B024335
S003B005875,B005875
S000B022716,B022716
S007B034663,B034663
S006B035648,B035648
S005B040470,B040470
S000B013384,B013384
S009B040034,B040034
S002B030825,B030825
S005B021943,B021943
S002B011712,B011712
S007B002345,B002345
S008B042188,B042188
S000B029611,B029611
S006B035647,B035647
S002B030845,B030845
S008B004677,B004677
S002B046735,B046735
S004B020648,B020648
S008B009216,B009216
S006B028031,B028031
S007B019607,B019607
S009B037491,B037491
S006B036877,B036877
S000B022372,B022372
S009B027614,B027614
S009B035054,B035054
S009B027450,B027450
S004B020429,B020429
S005B014509,B014509
S005B034663,B034663
S000B007138,B007138
S006B009649,B009649
S007B016909,B016909
S007B021887,B021887
S009B001982,B001982
S009B007820,B007820
S002B022290,B022290
S004B034331,B034331
S001B030209,B030209
S007B035784,B035784
S007B022494,B022494
S009B008018,B008018
S003B033489,B033489
S003B035623,B035623
S005B015669,B015669
S006B046186,B046186
S009B003229,B003229
S008B029701,B029701
S000B006554,B006554
S002B033952,B033952
S004B035639,B035639
S003B016848,B016848
S004B015985,B015985
S003B010939,B010939
S001B043079,B043079
S007B001167,B001167
S000B048115,B048115
S005B030530,B030530
S005B002162,B002162
S002B010211,B010211
S005B004950,B004950
S002B005418,B005418
S002B039895,B039895
S008B023476,B023476
S005B044579,B044579
S007B021515,B021515
S005B017366,B017366
S001B029387,B029387
S006B001785,B001785
S007B036182,B036182
S002B007138,B007138
S001B034800,B034800
S001B045933,B045933
S004B045257,B045257
S007B019482,B019482
S008B003402,B003402
S002B014907,B014907
S002B029687,B029687
S003B041662,B041662
S004B040517,B040517
S001B037810,B037810
S001B007138,B007138
S003B002717,B002717
S007B037809,B037809
S005B002367,B002367
S003B016381,B016381
S003B003484,B003484
S005B049121,B049121
S000B034006,B034006
S008B029090,B029090
S009B028098,B028098
S000B025428,B025428
S009B011919,B011919
S003B022589,B022589
S003B030968,B030968
S009B029571,B029571
S001B029089,B029089
S005B005313,B005313
S002B035017,B035017
S006B003604,B003604
S005B038708,B038708
S004B012184,B012184
S002B021074,B021074
S008B002143,B002143
S005B048911,B048911
S002B030211,B030211
S000B001107,B001107
S001B043720,B043720
S001B034242,B034242
S003B046568,B046568
S004B008516,B008516
S002B019955,B019955
S000B019726,B019726
S004B005873,B005873
S001B021562,B021562
S008B022589,B022589
S000B005383,B005383
S007B035122,B035122
