serial_nbr,batchID
S004B043531,B043531
S003B012944,B012944
S003B033903,B033903
S003B015304,B015304
S007B041445,B041445
S009B017533,B017533
S007B028238,B028238
S006B034997,B034997
S005B043933,B043933
S005B039346,B039346
S008B039845,B039845
S008B045934,B045934
S001B025519,B025519
S008B026312,B026312
S008B049834,B049834
S004B042183,B042183
S007B002514,B002514
S008B042528,B042528
S008B007384,B007384
S003B044536,B044536
S006B021835,B021835
S008B007006,B007006
S002B005642,B005642
S007B001759,B001759
S002B048528,B048528
S001B049352,B049352
S008B037624,B037624
S000B033229,B033229
S008B029358,B029358
S008B031034,B031034
S003B010827,B010827
S008B046464,B046464
S002B007831,B007831
S001B033507,B033507
S007B017772,B017772
S001B008584,B008584
S004B035282,B035282
S003B030445,B030445
S008B013599,B013599
S004B018899,B018899
S004B007686,B007686
S004B004146,B004146
S008B025953,B025953
S008B013738,B013738
S002B009431,B009431
S002B023291,B023291
S004B028341,B028341
S008B034362,B034362
S007B003340,B003340
S008B019999,B019999
S002B049326,B049326
S003B001746,B001746
S006B019838,B019838
S006B047128,B047128
S003B034274,B034274
S007B020693,B020693
S005B023536,B023536
S009B016784,B016784
S001B025238,B025238
S002B046048,B046048
S003B004287,B004287
S005B008173,B008173
S006B010194,B010194
S005B037657,B037657
S003B048631,B048631
S000B024580,B024580
S004B013673,B013673
S000B032248,B032248
S005B033367,B033367
S007B030980,B030980
S004B017775,B017775
S007B003159,B003159
S005B017272,B017272
S008B018637,B018637
S006B035100,B035100
S009B002882,B002882
S009B042615,B042615
S009B006454,B006454
S008B001009,B001009
S000B007744,B007744
S004B017406,B017406
S002B046650,B046650
S009B012878,B012878
S008B029071,B029071
S005B002976,B002976
S006B008948,B008948
S001B040653,B040653
S003B043656,B043656
S004B041343,B041343
S005B036472,B036472
S002B019871,B019871
S001B003772,B003772
S008B020285,B020285
S005B005163,B005163
S000B011632,B011632
S006B047539,B047539
S000B017592,B017592
S000B006347,B006347
S002B021781,B021781
S004B022618,B022618
S007B028106,B028106
S001B011917,B011917
S000B002071,B002071
S008B020647,B020647
S008B024096,B024096
S001B036310,B036310
S000B037801,B037801
S005B020634,B020634
S007B032331,B032331
S008B020071,B020071
S003B043670,B043670
S000B004116,B004116
S009B013434,B013434
S009B021415,B021415
S009B049512,B049512
S006B048711,B048711
S003B015924,B015924
S002B034095,B034095
S000B019838,B019838
S008B021405,B021405
S009B018536,B018536
S002B024281,B024281
S001B014411,B014411
S005B019514,B019514
S006B012059,B012059
S003B022867,B022867
S009B043312,B043312
S005B010281,B010281
S002B043086,B043086
S005B006021,B006021
S000B010484,B010484
S007B049812,B049812
S007B020269,B020269
S007B003747,B003747
S008B017406,B017406
S000B045602,B045602
S005B020285,B020285
S002B047923,B047923
S008B002174,B002174
S000B037032,B037032
S005B021452,B021452
S002B023710,B023710
S009B039715,B039715
S001B034713,B034713
S005B040320,B040320
S009B038107,B038107
S009B033477,B033477
S005B018276,B018276
S004B012062,B012062
S008B043369,B043369
S008B026841,B026841
S006B014629,B014629
S001B030787,B030787
S002B029362,B029362
S005B035349,B035349
S000B013944,B013944
S007B018405,B018405
S003B048082,B048082
S001B033136,B033136
S000B007601,B007601
S003B018715,B018715
S006B000772,B000772
S005B023475,B023475
S002B041903,B041903
S008B030367,B030367
S008B036412,B036412
S001B034394,B034394
S008B012931,B012931
S002B012059,B012059
S009B006232,B006232
S007B049959,B049959
S007B024744,B024744
S001B044417,B044417
S008B049122,B049122
S007B034539,B034539
S000B038306,B038306
S000B010009,B010009
S003B023899,B023899
S000B037717,B037717
S004B021329,B021329
S006B018511,B018511
S002B031479,B031479
S007B005163,B005163
S005B010446,B010446
S006B043719,B043719
S001B000114,B000114
S002B046025,B046025
S009B029719,B029719
S008B030887,B030887
S009B013296,B013296
S003B036536,B036536
S004B013402,B013402
S005B040814,B040814
S007B037160,B037160
S002B001649,B001649
S008B038983,B038983
S001B010394,B010394
S001B048920,B048920
S009B021835,B021835
S009B000472,B000472
S007B033915,B033915
S002B032527,B032527
S000B043479,B043479
S006B034489,B034489
S007B023621,B023621
S007B026841,B026841
S003B011493,B011493
S007B043542,B043542
S002B013107,B013107
S001B027553,B027553
S002B004345,B004345
S000B021231,B021231
S008B011235,B011235
S000B016435,B016435
S000B047606,B047606
S001B003906,B003906
S001B041539,B041539
S003B034359,B034359
S006B027484,B027484
S003B011179,B011179
S007B010790,B010790
S001B008353,B008353
S001B037124,B037124
S002B036997,B036997
S007B022941,B022941
S000B030143,B030143
S001B031467,B031467
S001B031555,B031555
S002B016824,B016824
S007B014712,B014712
S004B050196,B050196
S007B020147,B020147
S005B016261,B016261
S003B047049,B047049
S003B022784,B022784
S006B019084,B019084
S008B018042,B018042
S007B013258,B013258
S007B049860,B049860
S008B029434,B029434
S001B038402,B038402
S003B023636,B023636
S003B021363,B021363
S002B031347,B031347
S000B017571,B017571
S009B003554,B003554
S003B028202,B028202
S003B045501,B045501
S000B028415,B028415
S001B021336,B021336
S004B041381,B041381
S001B011562,B011562
S008B035546,B035546
S007B007898,B007898
S000B039944,B039944
S004B023134,B023134
S001B045871,B045871
S008B027058,B027058
S004B039127,B039127
S001B020791,B020791
S005B004788,B004788
S002B047791,B047791
S008B002071,B002071
S007B049542,B049542
S002B033617,B033617
S009B035106,B035106
S006B043360,B043360
S004B048132,B048132
S002B001648,B001648
S008B004513,B004513
S009B021659,B021659
S001B027484,B027484
S007B032644,B032644
S008B000165,B000165
S006B043570,B043570
S006B019871,B019871
S005B028984,B028984
S000B042370,B042370
S004B043149,B043149
S007B008716,B008716
S004B023571,B023571
S000B043739,B043739
S007B035722,B035722
S007B041381,B041381
S001B049122,B049122
S008B033808,B033808
S009B038580,B038580
S001B032242,B032242
S006B001607,B001607
S006B008353,B008353
S009B012397,B012397
S005B000192,B000192
S002B008474,B008474
S000B026841,B026841
S001B017880,B017880
S004B020714,B020714
S009B007668,B007668
S001B045563,B045563
S003B019848,B019848
S001B034708,B034708
S005B011587,B011587
S002B014888,B014888
S007B042937,B042937
S001B023879,B023879
S002B045531,B045531
S005B003016,B003016
S006B011940,B011940
S004B049653,B049653
S007B032074,B032074
S007B016755,B016755
S000B013143,B013143
S004B013331,B013331
S000B035929,B035929
S000B049601,B049601
S001B000726,B000726
S002B021285,B021285
S003B040164,B040164
S000B010994,B010994
S005B000114,B000114
S009B025338,B025338
S005B020047,B020047
S003B001885,B001885
S005B034536,B034536
S006B001566,B001566
S007B012805,B012805
S005B004540,B004540
S005B003772,B003772
S000B047263,B047263
S002B026226,B026226
S007B045791,B045791
S009B001566,B001566
S002B047878,B047878
S003B041855,B041855
S008B021331,B021331
S008B006812,B006812
S004B015856,B015856
S002B030617,B030617
S006B010481,B010481
S004B032212,B032212
S007B018899,B018899
S006B001569,B001569
S002B037444,B037444
S007B047821,B047821
S009B036160,B036160
S003B029021,B029021
S001B001654,B001654
S003B030441,B030441
S007B017609,B017609
S005B028242,B028242
S006B033412,B033412
S003B045024,B045024
S005B005702,B005702
S003B033345,B033345
S004B040841,B040841
S002B020317,B020317
S006B008457,B008457
S003B004212,B004212
S004B042827,B042827
S006B009691,B009691
S007B018042,B018042
S003B011457,B011457
S008B043247,B043247
S004B030671,B030671
S008B046670,B046670
S005B030203,B030203
S003B046670,B046670
S004B002620,B002620
S008B022142,B022142
S007B033328,B033328
S009B024710,B024710
S009B047435,B047435
S007B038513,B038513
S006B033638,B033638
S001B037334,B037334
S002B041576,B041576
S002B028021,B028021
S002B035865,B035865
S007B037444,B037444
S009B014572,B014572
S008B036253,B036253
S002B020946,B020946
S001B049639,B049639
S003B009886,B009886
S006B040303,B040303
S001B014712,B014712
S005B011917,B011917
S006B042183,B042183
S006B049916,B049916
S000B000358,B000358
S001B001819,B001819
S009B029269,B029269
S005B014749,B014749
S009B035100,B035100
S000B025867,B025867
S000B042183,B042183
S009B040910,B040910
S000B016453,B016453
S004B041058,B041058
S003B015309,B015309
S003B044014,B044014
S005B038987,B038987
S007B042332,B042332
S002B008203,B008203
S002B029021,B029021
S007B049436,B049436
S004B009300,B009300
S000B021405,B021405
S006B026084,B026084
S007B045596,B045596
S005B044791,B044791
S008B027184,B027184
S007B019838,B019838
S004B008076,B008076
S002B004942,B004942
S001B023476,B023476
S002B011227,B011227
S009B046418,B046418
S003B039813,B039813
S001B039944,B039944
S004B031823,B031823
S002B014962,B014962
S005B028108,B028108
S004B021921,B021921
S001B049270,B049270
S003B007313,B007313
S008B044748,B044748
S005B024550,B024550
S001B019194,B019194
S009B001936,B001936
S008B019709,B019709
S000B034580,B034580
S000B047839,B047839
S003B013036,B013036
S006B027896,B027896
S004B035757,B035757
S007B023382,B023382
S001B022994,B022994
S003B037936,B037936
S009B016266,B016266
S009B001834,B001834
S009B037127,B037127
S004B038094,B038094
S000B033384,B033384
S007B018643,B018643
S001B049521,B049521
S001B012523,B012523
S006B022134,B022134
S005B025407,B025407
S009B028597,B028597
S001B033720,B033720
S003B033384,B033384
S008B046266,B046266
S006B044838,B044838
S004B005089,B005089
S003B005508,B005508
S001B007498,B007498
S008B045603,B045603
S000B038987,B038987
S008B014367,B014367
S000B041094,B041094
S006B008057,B008057
S008B039724,B039724
S007B002649,B002649
S000B009601,B009601
S007B033860,B033860
S005B041908,B041908
S003B016664,B016664
S001B007153,B007153
S004B049916,B049916
S001B000238,B000238
S001B008235,B008235
S004B014912,B014912
S009B005838,B005838
S001B000989,B000989
S001B033229,B033229
S005B019085,B019085
S005B025531,B025531
S004B020980,B020980
S001B018643,B018643
S002B024853,B024853
S005B018637,B018637
S005B004611,B004611
S007B025347,B025347
S007B032695,B032695
S004B004635,B004635
S005B024097,B024097
S006B049436,B049436
S009B018120,B018120
S007B033864,B033864
S003B023410,B023410
S008B011333,B011333
S005B022467,B022467
S002B043739,B043739
S008B027763,B027763
S005B024710,B024710
S002B020714,B020714
S000B030927,B030927
S007B042181,B042181
S005B003079,B003079
S007B027329,B027329
S006B048427,B048427
S007B035716,B035716
S004B048989,B048989
S000B033517,B033517
S003B028341,B028341
S004B034369,B034369
S005B028466,B028466
S002B038732,B038732
S000B029122,B029122
S007B010017,B010017
S009B015095,B015095
S005B044882,B044882
S003B048285,B048285
S006B022129,B022129
S008B043086,B043086
S008B038402,B038402
S006B042932,B042932
S001B024717,B024717
S001B021986,B021986
S002B027788,B027788
S004B028226,B028226
S007B005373,B005373
S004B006227,B006227
S008B014779,B014779
S002B029925,B029925
S006B030887,B030887
S002B014288,B014288
S003B035825,B035825
S006B028140,B028140
S004B047081,B047081
S007B049352,B049352
S002B015488,B015488
S006B039177,B039177
S009B011372,B011372
S003B003930,B003930
S001B004122,B004122
S003B035146,B035146
S004B014464,B014464
S003B042398,B042398
S000B006782,B006782
S003B029185,B029185
S007B004788,B004788
S005B007437,B007437
S004B041798,B041798
S003B044346,B044346
S002B026984,B026984
S001B049316,B049316
S003B031463,B031463
S000B025633,B025633
S002B020249,B020249
S006B007084,B007084
S001B029925,B029925
S002B031032,B031032
S002B038769,B038769
S003B008566,B008566
S000B008457,B008457
S005B016046,B016046
S002B031402,B031402
S005B031453,B031453
S000B027352,B027352
S003B008972,B008972
S009B032318,B032318
S005B033720,B033720
S005B038188,B038188
S009B000302,B000302
S002B004111,B004111
S008B036953,B036953
S009B049161,B049161
S009B022848,B022848
S006B020324,B020324
S004B044931,B044931
S003B015620,B015620
S001B040262,B040262
S008B036506,B036506
S005B045007,B045007
S009B039813,B039813
S004B048593,B048593
S009B046048,B046048
S005B022862,B022862
S009B033588,B033588
S008B023889,B023889
S003B020406,B020406
S006B032927,B032927
S006B031491,B031491
S002B045563,B045563
S009B022062,B022062
S001B040745,B040745
S001B048209,B048209
S003B023912,B023912
S001B011191,B011191
S001B040843,B040843
S009B023476,B023476
S004B040491,B040491
S006B016588,B016588
S005B000772,B000772
S006B008935,B008935
S005B016270,B016270
S004B046799,B046799
S002B032777,B032777
S006B006920,B006920
S002B047836,B047836
S002B034394,B034394
S003B002977,B002977
S006B044417,B044417
S001B027184,B027184
S005B038732,B038732
S000B033964,B033964
S008B007686,B007686
S003B021719,B021719
S007B031032,B031032
S003B022394,B022394
S008B031648,B031648
S006B025338,B025338
S003B040846,B040846
S008B043580,B043580
S001B044014,B044014
S005B002912,B002912
S005B044014,B044014
S002B039898,B039898
S002B025355,B025355
S002B006308,B006308
S006B030839,B030839
S007B041223,B041223
S001B048412,B048412
S001B031149,B031149
S008B003327,B003327
S008B031116,B031116
S008B038580,B038580
S005B023011,B023011
S008B003491,B003491
S006B049455,B049455
S008B017140,B017140
S008B000911,B000911
S007B004970,B004970
S003B000989,B000989
S000B043696,B043696
S001B038165,B038165
S008B019342,B019342
S001B042001,B042001
S004B031011,B031011
S000B003501,B003501
S001B021362,B021362
S008B006816,B006816
S007B033927,B033927
S009B035929,B035929
S008B007318,B007318
S001B014405,B014405
S001B009379,B009379
S005B033953,B033953
S004B008203,B008203
S006B025633,B025633
S006B049736,B049736
S002B031623,B031623
S009B013903,B013903
S006B047550,B047550
S009B029598,B029598
S009B001332,B001332
S003B009691,B009691
S001B035116,B035116
S002B048645,B048645
S003B045600,B045600
S005B029185,B029185
S002B048251,B048251
S009B033350,B033350
S006B038303,B038303
S002B033182,B033182
S007B030617,B030617
S004B006232,B006232
S004B003284,B003284
S005B000982,B000982
S008B048274,B048274
S004B000358,B000358
S001B002213,B002213
S007B006920,B006920
S003B025531,B025531
S008B019823,B019823
S003B004611,B004611
S005B005819,B005819
S004B010484,B010484
S009B010607,B010607
S000B043050,B043050
S001B010609,B010609
S009B022647,B022647
S003B021332,B021332
S000B048737,B048737
S007B013673,B013673
S006B011145,B011145
S009B001394,B001394
S009B039724,B039724
S009B037113,B037113
S007B036157,B036157
S007B033953,B033953
S009B006529,B006529
S007B027777,B027777
S000B007063,B007063
S001B000365,B000365
S002B048365,B048365
S003B044028,B044028
S007B048365,B048365
S004B002661,B002661
S001B006031,B006031
S001B036082,B036082
S000B027976,B027976
S008B044841,B044841
S000B029976,B029976
S000B010658,B010658
S004B044748,B044748
S001B034362,B034362
S001B026199,B026199
S002B032524,B032524
S000B006559,B006559
S007B015725,B015725
S003B046048,B046048
S002B003501,B003501
S007B007647,B007647
S002B024232,B024232
S001B042538,B042538
S008B008584,B008584
S006B006047,B006047
S005B008789,B008789
S009B023069,B023069
S008B011775,B011775
S006B004156,B004156
S006B008067,B008067
S000B037160,B037160
S007B036492,B036492
S000B044305,B044305
S007B009212,B009212
S000B027896,B027896
S007B004654,B004654
S008B003772,B003772
S007B016232,B016232
S001B026967,B026967
S006B037127,B037127
S003B046839,B046839
S006B038601,B038601
S007B047006,B047006
S006B019314,B019314
S000B038522,B038522
S009B045503,B045503
S000B028411,B028411
S007B001711,B001711
S002B046859,B046859
S001B013277,B013277
S009B024645,B024645
S006B046695,B046695
S003B046371,B046371
S004B045503,B045503
S005B037832,B037832
S007B046428,B046428
S004B043292,B043292
S005B012966,B012966
S005B048681,B048681
S009B023227,B023227
S001B046161,B046161
S007B014200,B014200
S003B010750,B010750
S000B026950,B026950
S000B047550,B047550
S001B028341,B028341
S001B049308,B049308
S000B030317,B030317
S009B017621,B017621
S007B048681,B048681
S006B017592,B017592
S003B015816,B015816
S008B015495,B015495
S000B022062,B022062
S008B022729,B022729
S008B018880,B018880
S008B003079,B003079
S006B031542,B031542
S008B003809,B003809
S000B016353,B016353
S006B005504,B005504
S001B034597,B034597
S009B024096,B024096
S001B013903,B013903
S005B044424,B044424
S004B014371,B014371
S005B036253,B036253
S008B029302,B029302
S006B022848,B022848
S007B005172,B005172
S000B023432,B023432
S003B041908,B041908
S007B026595,B026595
S001B027679,B027679
S006B027553,B027553
S008B006150,B006150
S005B023562,B023562
S003B040740,B040740
S004B038744,B038744
S002B018761,B018761
S007B023899,B023899
S007B019871,B019871
S004B001759,B001759
S001B028140,B028140
S002B043466,B043466
S002B012935,B012935
S008B037921,B037921
S002B039177,B039177
S007B013625,B013625
S009B012415,B012415
S004B008541,B008541
S009B041140,B041140
S008B035722,B035722
S003B031883,B031883
S009B011116,B011116
S007B002786,B002786
S008B002649,B002649
S008B003190,B003190
S004B021415,B021415
S001B037201,B037201
S009B016334,B016334
S003B016682,B016682
S005B003340,B003340
S004B047870,B047870
S000B030327,B030327
S008B049326,B049326
S009B033677,B033677
S005B007501,B007501
S008B000825,B000825
S004B037334,B037334
S004B009373,B009373
S005B048528,B048528
S009B011457,B011457
S009B036845,B036845
S007B031031,B031031
S006B004422,B004422
S007B044843,B044843
S000B022136,B022136
S000B019342,B019342
S004B021106,B021106
S001B016581,B016581
S002B005771,B005771
S002B040653,B040653
S003B010921,B010921
S005B030830,B030830
S003B033113,B033113
S003B005415,B005415
S008B005597,B005597
S005B029598,B029598
S009B043564,B043564
S003B034718,B034718
S003B037807,B037807
S004B031205,B031205
S002B008934,B008934
S007B018887,B018887
S001B027631,B027631
S003B022774,B022774
S008B011959,B011959
S001B043892,B043892
S009B039294,B039294
S009B049455,B049455
S006B043282,B043282
S003B020236,B020236
S004B038299,B038299
S003B016439,B016439
S008B026984,B026984
S007B024061,B024061
S006B022696,B022696
S005B022696,B022696
S001B032052,B032052
S008B004146,B004146
S001B032763,B032763
S005B037936,B037936
S005B020548,B020548
S004B032960,B032960
S009B048985,B048985
S008B011562,B011562
S000B022432,B022432
S007B049700,B049700
S000B046799,B046799
S008B007403,B007403
S006B048034,B048034
S005B045873,B045873
S008B006414,B006414
S000B015304,B015304
S000B025917,B025917
S004B013743,B013743
S008B001032,B001032
S002B018223,B018223
S008B001536,B001536
S006B031011,B031011
S005B027905,B027905
S002B029275,B029275
S005B006933,B006933
S009B039709,B039709
S008B009300,B009300
S007B044014,B044014
S006B046618,B046618
S003B012064,B012064
S000B000851,B000851
S004B049995,B049995
S008B014967,B014967
S002B049413,B049413
S005B033570,B033570
S004B029925,B029925
S009B014119,B014119
S005B007403,B007403
S007B019898,B019898
S008B045315,B045315
S006B020080,B020080
S006B044249,B044249
S002B006190,B006190
S006B037028,B037028
S005B046163,B046163
S009B032975,B032975
S003B010282,B010282
S008B027476,B027476
S007B024934,B024934
S003B025757,B025757
S003B016261,B016261
S009B019729,B019729
S008B022767,B022767
S008B025785,B025785
S006B011116,B011116
S009B035875,B035875
S008B045596,B045596
S000B035865,B035865
S006B039921,B039921
S009B045033,B045033
S003B032212,B032212
S007B010419,B010419
S002B039724,B039724
S008B035116,B035116
S008B042398,B042398
S003B004422,B004422
S008B007162,B007162
S008B023415,B023415
S007B025052,B025052
S009B049574,B049574
S009B016953,B016953
S007B042265,B042265
S001B034712,B034712
S005B009465,B009465
S006B046303,B046303
S009B007479,B007479
S006B006906,B006906
S004B005504,B005504
S001B043513,B043513
S001B033320,B033320
S008B033356,B033356
S000B002609,B002609
S008B006031,B006031
S008B027797,B027797
S006B012687,B012687
S008B043361,B043361
S007B030048,B030048
S008B002897,B002897
S004B008283,B008283
S005B002119,B002119
S005B007479,B007479
S008B026121,B026121
S005B029736,B029736
S001B038601,B038601
S005B024717,B024717
S000B017727,B017727
S005B005214,B005214
S002B043991,B043991
S003B034883,B034883
S005B015105,B015105
S009B041343,B041343
S006B035011,B035011
S004B048964,B048964
S007B032158,B032158
S008B014691,B014691
S007B030232,B030232
S001B033517,B033517
S008B031491,B031491
S009B046839,B046839
S006B021602,B021602
S005B024411,B024411
S008B021133,B021133
S004B014922,B014922
S009B032706,B032706
S003B026984,B026984
S002B018186,B018186
S007B042615,B042615
S000B042128,B042128
S002B032380,B032380
S007B022794,B022794
S006B030197,B030197
S006B018536,B018536
S005B034362,B034362
S005B047313,B047313
S006B046879,B046879
S001B014267,B014267
S005B049736,B049736
S003B043513,B043513
S001B004265,B004265
S004B006381,B006381
S000B016664,B016664
S008B040411,B040411
S007B033350,B033350
S008B021887,B021887
S007B021295,B021295
S003B046799,B046799
S005B036235,B036235
S005B029562,B029562
S007B031716,B031716
S002B011972,B011972
S005B043093,B043093
S003B038066,B038066
S003B035082,B035082
S004B000884,B000884
S002B031149,B031149
S009B042267,B042267
S009B012259,B012259
S009B030448,B030448
S003B049135,B049135
S008B047157,B047157
S003B038235,B038235
S006B019823,B019823
S000B021561,B021561
S004B000947,B000947
S004B035811,B035811
S003B021295,B021295
S002B047870,B047870
S008B043513,B043513
S008B032695,B032695
S008B028960,B028960
S004B032649,B032649
S004B044420,B044420
S006B012903,B012903
S000B007330,B007330
S003B015489,B015489
S005B027219,B027219
S007B046361,B046361
S004B003222,B003222
S007B029876,B029876
S004B020470,B020470
S003B049122,B049122
S006B010420,B010420
S009B012772,B012772
S002B047896,B047896
S009B023536,B023536
S007B022618,B022618
S006B041682,B041682
S007B014087,B014087
S002B037303,B037303
S005B009879,B009879
S000B006093,B006093
S004B048438,B048438
S005B009621,B009621
S005B010025,B010025
S002B003715,B003715
S005B029599,B029599
S009B005899,B005899
S007B047049,B047049
S008B044753,B044753
S006B033080,B033080
S005B029974,B029974
S003B037949,B037949
S003B007744,B007744
S008B045741,B045741
S000B028597,B028597
S002B013425,B013425
S005B021772,B021772
S004B048427,B048427
S002B006965,B006965
S004B040630,B040630
S001B049916,B049916
S006B029280,B029280
S000B010844,B010844
S000B026860,B026860
S007B019184,B019184
S005B037834,B037834
S000B036047,B036047
S003B002109,B002109
S002B003459,B003459
S007B006125,B006125
S004B006454,B006454
S001B036086,B036086
S006B014878,B014878
S003B042996,B042996
S001B027405,B027405
S009B000165,B000165
S008B041908,B041908
S005B043402,B043402
S004B036953,B036953
S002B047586,B047586
S003B001536,B001536
S009B040006,B040006
S002B021003,B021003
S008B044111,B044111
S007B031778,B031778
S008B041016,B041016
S002B009447,B009447
S004B022696,B022696
S001B016242,B016242
S006B031600,B031600
S003B021002,B021002
S009B032204,B032204
S006B037113,B037113
S000B039004,B039004
S007B038732,B038732
S006B022794,B022794
S001B015222,B015222
S007B031823,B031823
S000B047821,B047821
S004B048808,B048808
S008B001003,B001003
S000B009460,B009460
S005B030541,B030541
S000B032198,B032198
S004B002777,B002777
S009B013107,B013107
S001B046555,B046555
S002B042039,B042039
S009B007526,B007526
S002B002094,B002094
S000B017535,B017535
S004B004754,B004754
S006B010002,B010002
S007B033374,B033374
S002B036444,B036444
S003B041292,B041292
S000B021714,B021714
S002B042319,B042319
S003B018880,B018880
S002B009721,B009721
S001B034883,B034883
S005B018548,B018548
S006B047515,B047515
S000B043361,B043361
S007B031895,B031895
S008B035568,B035568
S005B002174,B002174
S008B031844,B031844
S009B015309,B015309
S006B002063,B002063
S002B002098,B002098
S005B000165,B000165
S002B015689,B015689
S002B014822,B014822
S009B020873,B020873
S005B017727,B017727
S003B030816,B030816
S009B032052,B032052
S003B042457,B042457
S002B038921,B038921
S001B021188,B021188
S009B027090,B027090
S007B002486,B002486
S003B033953,B033953
S004B014345,B014345
S000B033677,B033677
S006B024366,B024366
S008B011108,B011108
S009B005373,B005373
S006B023204,B023204
S002B026418,B026418
S004B046804,B046804
S006B010281,B010281
S007B044417,B044417
S003B000277,B000277
S006B039931,B039931
S005B008963,B008963
S008B017621,B017621
S001B023607,B023607
S007B021835,B021835
S004B022045,B022045
S007B044791,B044791
S003B042582,B042582
S003B009292,B009292
S008B014623,B014623
S003B002119,B002119
S000B005604,B005604
S004B044028,B044028
S008B029132,B029132
S008B040006,B040006
S006B019848,B019848
S004B001739,B001739
S008B032649,B032649
S001B041026,B041026
S005B018504,B018504
S005B015352,B015352
S008B011735,B011735
S000B015280,B015280
S007B043652,B043652
S009B018944,B018944
S002B038789,B038789
S000B006179,B006179
S000B050176,B050176
S008B033238,B033238
S008B029430,B029430
S008B002963,B002963
S008B048288,B048288
S001B032778,B032778
S004B036536,B036536
S001B019679,B019679
S006B046646,B046646
S003B040193,B040193
S002B045543,B045543
S000B014655,B014655
S001B001752,B001752
S004B036071,B036071
S009B012753,B012753
S003B032876,B032876
S003B002501,B002501
S009B014102,B014102
S007B010914,B010914
S002B003666,B003666
S006B031347,B031347
S007B009518,B009518
S005B007152,B007152
S002B012064,B012064
S004B047387,B047387
S001B005191,B005191
S000B019632,B019632
S009B011677,B011677
S003B038789,B038789
S008B017043,B017043
S001B042324,B042324
S001B030421,B030421
S005B045558,B045558
S006B011545,B011545
S005B016189,B016189
S005B030380,B030380
S007B030927,B030927
S003B037941,B037941
S002B027777,B027777
S002B037832,B037832
S007B038931,B038931
S007B028242,B028242
S002B006412,B006412
S002B026894,B026894
S003B030324,B030324
S003B017575,B017575
S005B043044,B043044
S005B000358,B000358
S001B040445,B040445
S007B003016,B003016
S000B025463,B025463
S003B035875,B035875
S009B031204,B031204
S000B013554,B013554
S002B007287,B007287
S004B014026,B014026
S006B027631,B027631
S005B032380,B032380
S001B027714,B027714
S000B005172,B005172
S009B034927,B034927
S003B036873,B036873
S002B047534,B047534
S008B034972,B034972
S009B029388,B029388
S004B017945,B017945
S000B041204,B041204
S006B018715,B018715
S009B003930,B003930
S007B033946,B033946
S007B046804,B046804
S002B026301,B026301
S005B039638,B039638
S007B001536,B001536
S002B022647,B022647
S004B031774,B031774
S003B032941,B032941
S003B049144,B049144
S006B013143,B013143
S003B000114,B000114
S006B030787,B030787
S009B018932,B018932
S000B013673,B013673
S006B047777,B047777
S009B030463,B030463
S005B040704,B040704
S003B005479,B005479
S003B001936,B001936
S000B010342,B010342
S000B008541,B008541
S002B014961,B014961
S002B027405,B027405
S002B029874,B029874
S005B012840,B012840
S008B045918,B045918
S005B044734,B044734
S001B001332,B001332
S004B013461,B013461
S005B039645,B039645
S003B008066,B008066
S000B019898,B019898
S000B038338,B038338
S002B034525,B034525
S007B002746,B002746
S005B042319,B042319
S003B001009,B001009
S005B036225,B036225
S002B020634,B020634
S008B001358,B001358
S000B005803,B005803
S002B001931,B001931
S009B027074,B027074
S003B020470,B020470
S003B006609,B006609
S008B008948,B008948
S000B024328,B024328
S008B025703,B025703
S002B022245,B022245
S000B036157,B036157
S005B034037,B034037
S003B016189,B016189
S003B020067,B020067
S005B026159,B026159
S001B018993,B018993
S007B000911,B000911
S003B028142,B028142
S001B005590,B005590
S006B012378,B012378
S008B025867,B025867
S000B038057,B038057
S004B021002,B021002
S003B011333,B011333
S009B038601,B038601
S001B002897,B002897
S007B042370,B042370
S004B039931,B039931
S001B001711,B001711
S005B021180,B021180
S008B005415,B005415
S007B021285,B021285
S009B007842,B007842
S005B014922,B014922
S009B000664,B000664
S008B006965,B006965
S008B023042,B023042
S005B016386,B016386
S009B025330,B025330
S002B030197,B030197
S009B035487,B035487
S001B023721,B023721
S001B008383,B008383
S004B017629,B017629
S006B033608,B033608
S006B049326,B049326
S009B007498,B007498
S002B007558,B007558
S008B008753,B008753
S004B048985,B048985
S004B042621,B042621
S009B035530,B035530
S009B022696,B022696
S008B011677,B011677
S000B012805,B012805
S003B045803,B045803
S007B033718,B033718
S009B008767,B008767
S008B020558,B020558
S002B047280,B047280
S004B041237,B041237
S002B043506,B043506
S008B039944,B039944
S007B034525,B034525
S005B005241,B005241
S000B006789,B006789
S004B004844,B004844
S005B038303,B038303
S000B031087,B031087
S004B044837,B044837
S005B006816,B006816
S003B010197,B010197
S006B015222,B015222
S005B040843,B040843
S001B046795,B046795
S005B013554,B013554
S002B029668,B029668
S008B035146,B035146
S006B039285,B039285
S005B016158,B016158
S006B030406,B030406
S004B017766,B017766
S001B015241,B015241
S005B039989,B039989
S009B002462,B002462
S008B016388,B016388
S001B027637,B027637
S009B047930,B047930
S007B014749,B014749
S000B023410,B023410
S006B013439,B013439
S005B036310,B036310
S004B032096,B032096
S009B030069,B030069
S003B045741,B045741
S006B000357,B000357
S001B014984,B014984
S007B017766,B017766
S002B039988,B039988
S005B049436,B049436
S004B003491,B003491
S007B016189,B016189
S006B039847,B039847
S001B041871,B041871
S001B007067,B007067
